"nsub" "nbloque" "trial" "distancia" "respuesta" "condicion_sala"
3 1 1 2 3 "No Visual Info"
3 1 3 3.65 3 "No Visual Info"
3 1 2 2.7 3 "No Visual Info"
3 1 5 6.65 4 "No Visual Info"
3 1 3 3.65 4 "No Visual Info"
3 1 4 4.9 5 "No Visual Info"
3 1 5 6.65 6 "No Visual Info"
3 1 1 2 3 "No Visual Info"
3 1 4 4.9 4 "No Visual Info"
3 1 6 9 6 "No Visual Info"
3 1 5 6.65 6 "No Visual Info"
3 1 6 9 7 "No Visual Info"
3 1 2 2.7 3 "No Visual Info"
3 1 6 9 5 "No Visual Info"
3 1 2 2.7 3 "No Visual Info"
3 1 1 2 2 "No Visual Info"
3 1 3 3.65 3 "No Visual Info"
3 1 4 4.9 4 "No Visual Info"
3 2 6 9 4 "Larger VE"
3 2 1 2 1 "Larger VE"
3 2 1 2 1 "Larger VE"
3 2 2 2.7 1 "Larger VE"
3 2 4 4.9 4 "Larger VE"
3 2 2 2.7 1 "Larger VE"
3 2 5 6.65 6 "Larger VE"
3 2 4 4.9 5 "Larger VE"
3 2 6 9 5 "Larger VE"
3 2 6 9 6 "Larger VE"
3 2 3 3.65 1 "Larger VE"
3 2 3 3.65 1 "Larger VE"
3 2 1 2 1 "Larger VE"
3 2 2 2.7 2 "Larger VE"
3 2 5 6.65 5 "Larger VE"
3 2 4 4.9 4 "Larger VE"
3 2 3 3.65 2 "Larger VE"
3 2 5 6.65 4 "Larger VE"
4 1 2 2.7 3 "No Visual Info"
4 1 2 2.7 2 "No Visual Info"
4 1 4 4.9 4 "No Visual Info"
4 1 6 9 5 "No Visual Info"
4 1 5 6.65 5 "No Visual Info"
4 1 4 4.9 3 "No Visual Info"
4 1 4 4.9 4 "No Visual Info"
4 1 6 9 5 "No Visual Info"
4 1 6 9 6 "No Visual Info"
4 1 5 6.65 6 "No Visual Info"
4 1 1 2 2 "No Visual Info"
4 1 2 2.7 2 "No Visual Info"
4 1 3 3.65 4 "No Visual Info"
4 1 1 2 2 "No Visual Info"
4 1 3 3.65 3 "No Visual Info"
4 1 1 2 3 "No Visual Info"
4 1 5 6.65 5 "No Visual Info"
4 1 3 3.65 4 "No Visual Info"
4 2 1 2 1 "Larger VE"
4 2 4 4.9 2 "Larger VE"
4 2 6 9 2.5 "Larger VE"
4 2 5 6.65 4 "Larger VE"
4 2 2 2.7 1 "Larger VE"
4 2 4 4.9 3 "Larger VE"
4 2 5 6.65 4 "Larger VE"
4 2 1 2 1 "Larger VE"
4 2 3 3.65 3 "Larger VE"
4 2 2 2.7 2 "Larger VE"
4 2 6 9 5 "Larger VE"
4 2 5 6.65 4 "Larger VE"
4 2 3 3.65 1 "Larger VE"
4 2 3 3.65 3 "Larger VE"
4 2 4 4.9 3 "Larger VE"
4 2 2 2.7 2 "Larger VE"
4 2 1 2 1 "Larger VE"
4 2 6 9 5 "Larger VE"
6 1 4 4.9 0.6 "No Visual Info"
6 1 6 9 0.8 "No Visual Info"
6 1 2 2.7 0.4 "No Visual Info"
6 1 3 3.65 0.3 "No Visual Info"
6 1 5 6.65 0.4 "No Visual Info"
6 1 1 2 0.3 "No Visual Info"
6 1 6 9 0.5 "No Visual Info"
6 1 4 4.9 0.4 "No Visual Info"
6 1 3 3.65 0.3 "No Visual Info"
6 1 5 6.65 0.4 "No Visual Info"
6 1 2 2.7 0.3 "No Visual Info"
6 1 1 2 0.2 "No Visual Info"
6 1 3 3.65 0.3 "No Visual Info"
6 1 1 2 0.2 "No Visual Info"
6 1 6 9 0.9 "No Visual Info"
6 1 2 2.7 0.4 "No Visual Info"
6 1 5 6.65 0.4 "No Visual Info"
6 1 4 4.9 0.3 "No Visual Info"
6 2 4 4.9 1.5 "Larger VE"
6 2 5 6.65 1 "Larger VE"
6 2 3 3.65 2 "Larger VE"
6 2 5 6.65 1.5 "Larger VE"
6 2 5 6.65 2 "Larger VE"
6 2 2 2.7 0.5 "Larger VE"
6 2 2 2.7 1 "Larger VE"
6 2 6 9 2.5 "Larger VE"
6 2 1 2 0.5 "Larger VE"
6 2 1 2 0.5 "Larger VE"
6 2 4 4.9 2 "Larger VE"
6 2 6 9 2.5 "Larger VE"
6 2 2 2.7 1 "Larger VE"
6 2 3 3.65 1 "Larger VE"
6 2 6 9 2 "Larger VE"
6 2 3 3.65 1 "Larger VE"
6 2 4 4.9 1 "Larger VE"
6 2 1 2 0.5 "Larger VE"
7 1 5 6.65 5 "No Visual Info"
7 1 3 3.65 5 "No Visual Info"
7 1 1 2 2 "No Visual Info"
7 1 6 9 7 "No Visual Info"
7 1 6 9 6 "No Visual Info"
7 1 1 2 2 "No Visual Info"
7 1 5 6.65 4 "No Visual Info"
7 1 2 2.7 2 "No Visual Info"
7 1 5 6.65 5 "No Visual Info"
7 1 2 2.7 2 "No Visual Info"
7 1 3 3.65 3 "No Visual Info"
7 1 4 4.9 3 "No Visual Info"
7 1 2 2.7 2 "No Visual Info"
7 1 4 4.9 3 "No Visual Info"
7 1 1 2 2 "No Visual Info"
7 1 6 9 5 "No Visual Info"
7 1 3 3.65 4 "No Visual Info"
7 1 4 4.9 4 "No Visual Info"
7 2 5 6.65 3 "Larger VE"
7 2 3 3.65 2 "Larger VE"
7 2 6 9 4 "Larger VE"
7 2 6 9 5 "Larger VE"
7 2 2 2.7 2 "Larger VE"
7 2 4 4.9 3 "Larger VE"
7 2 1 2 1 "Larger VE"
7 2 4 4.9 2 "Larger VE"
7 2 5 6.65 3 "Larger VE"
7 2 1 2 1 "Larger VE"
7 2 3 3.65 2 "Larger VE"
7 2 3 3.65 3 "Larger VE"
7 2 5 6.65 4 "Larger VE"
7 2 1 2 1 "Larger VE"
